PROD_ID,PROMO_ID,UNIT_COST,UNIT_PRICE
37,999,47.49,60.41
37,999,47.49,59.91
37,999,48.15,59.32
37,999,48.12,62.69
37,999,48.8,61.59
38,999,26.09,34.67
38,999,26.25,32.67
38,999,25.85,32.33
38,999,26.25,32.67
38,999,26.61,34.67
38,999,26.61,33.59
38,999,26.61,33.59
38,999,26.61,33.59
39,999,30.44,39.89
39,999,30.04,37.74
39,999,30.84,40.45
39,999,30.84,39.89
39,999,30.63,39.89
39,999,31.46,40.45
39,999,31.05,39.19
39,999,31.61,39.33
39,999,31.05,39.19
40,999,38.09,46.79
40,999,39.14,49.49
40,999,40.68,47.45
40,999,39.55,47.86
40,999,40.64,49.66
40,999,38.85,47.45
40,999,40.68,47.69
40,999,40.68,48.36
40,999,40.68,47.69
40,999,39.55,47.86
40,999,40.88,47.86
40,999,39.92,49.49
40,999,38.85,48.36
40,999,38.85,48.36
41,999,39.37,47.69
41,999,39.88,47.45
41,999,39.88,48.36
41,999,39.88,46.79
41,999,40.16,47.69
41,999,40.16,48.36
41,999,38.85,48.36
41,999,40.68,47.45
41,999,40.16,48.36
41,999,40.16,48.36
41,999,40.68,48.36
42,999,40.44,47.88
42,999,39.37,47.69
42,999,39.37,48.36
42,999,39.88,48.36
42,999,39.37,47.45
42,999,38.77,46.95
42,999,39.37,46.79
42,999,39.92,46.98
42,999,39.88,46.79
42,999,38.09,46.79
42,999,40.68,47.45
42,999,38.85,47.45
42,999,40.16,48.36
42,999,40.16,47.69
42,999,38.85,48.36
42,999,40.16,48.36
42,999,40.68,48.36
43,999,39.88,48.36
43,999,38.09,46.79
43,999,39.37,46.79
43,999,38.09,47.45
43,999,40.16,47.45
43,999,38.85,48.36
43,999,40.16,47.69
43,999,40.68,47.45
43,999,38.85,47.69
43,999,40.16,47.69
43,999,40.68,48.36
44,999,39.37,47.69
44,999,38.09,46.79
44,999,39.37,47.45
44,999,38.85,47.45
44,999,39.55,46.95
44,999,41.25,47.88
44,999,40.68,48.36
44,999,40.16,47.69
44,999,40.16,47.69
44,999,40.16,47.69
44,999,40.68,48.36
45,999,40.44,47.88
45,999,39.37,47.69
45,999,39.88,48.36
45,999,38.09,47.45
45,999,39.37,46.79
45,999,39.88,46.79
45,999,39.88,48.36
45,999,39.37,48.36
45,999,39.37,47.45
45,999,38.09,46.79
45,999,39.37,47.69
45,999,38.09,48.36
45,999,38.09,46.79
45,999,38.85,48.36
45,999,40.68,48.36
45,999,40.68,48.36
45,999,40.68,48.36
45,999,40.68,48.36
45,999,41.41,47.86
46,999,20.68,25.18
46,999,20.41,24.83
46,999,20.78,24.92
46,999,20.41,25.18
47,999,25.7,30.14
47,999,25.83,30.55
47,999,25.37,30.44
47,999,25.37,30.81
47,999,24.55,29.94
47,999,24.55,29.53
47,999,25.37,30.87
47,999,26.3,30.53
47,999,26.21,30.56
47,999,26.35,30.49
47,999,26.35,30.55
47,999,25.04,29.94
47,999,25.88,30.87
47,999,25.04,29.94
48,999,10.43,13.13
48,999,10.43,12.95
48,999,10.5,13.13
48,999,10.64,13.13
48,999,10.64,12.95
48,999,10.5,12.95
48,999,10.64,13.13
48,999,10.78,13.13
48,999,10.5,12.95
48,999,10.64,12.95
113,999,19.47,23.78
113,999,20.38,23.45
113,999,20.52,23.45
113,999,20.52,23.78
113,999,20.79,23.78
114,999,16.63,19.64
114,999,16.63,19.64
114,999,16.52,23.11
114,999,16.4,19.64
114,999,17.48,19.44
114,999,16.4,19.64
114,999,16.85,23.11
114,999,17.17,19.37
114,999,17.17,19.37
115,999,7.61,9.3
115,999,8.02,9.2
115,999,7.72,9.21
115,999,7.91,9.2
115,999,8.03,9.17
116,999,10.5,12.4
116,999,10.5,12.4
116,999,10.84,12.4
116,999,10.84,12.4
116,999,10.36,12.4
116,999,10.83,14.44
116,999,10.64,14.59
116,999,10.71,12.23
116,999,10.64,14.59
117,999,7.97,9.3
117,999,7.82,10.94
117,999,7.75,9.2
117,999,8.13,9.3
117,999,8.13,9.3
117,999,7.98,10.79
117,999,8.03,9.3
117,999,7.76,9.17
117,999,8.09,10.83
118,999,423.35,544.49
118,999,443.22,552.11
118,999,6.99,8.15
118,999,6.99,8.26
118,999,7.13,8.26
118,999,6.91,8.26
118,999,7.35,8.18
118,999,7.03,8.18
119,999,6.19,7.23
119,999,6.09,8.39
119,999,6.09,8.39
119,999,6.09,8.51
119,999,6.19,7.13
119,999,6.09,8.51
119,999,6.21,8.51
119,999,6.04,7.13
119,999,6.21,8.39
119,999,6.04,7.23
119,999,6.04,7.23
119,999,6.21,8.51
119,999,6.21,8.39
119,999,6.21,8.39
119,999,6.21,8.51
120,999,6.09,9
120,999,6.09,9.22
120,999,6.09,9.22
120,999,6.19,9.12
120,999,6.09,9.22
120,999,6.21,9.22
120,999,6.21,9.22
120,999,6.31,9.12
120,999,6.21,9.22
120,999,6.21,9.09
120,999,6.21,9.22
120,999,6.21,9.22
123,999,45.17,65.22
123,999,45.17,65.22
125,999,13.91,16.63
125,999,13.91,16.86
125,999,14.09,16.84
125,999,14,16.59
125,999,14,16.36
125,999,14.09,16.63
125,999,14.09,16.86
125,999,14.37,16.61
125,999,14.19,16.86
125,999,14.19,16.84
125,999,14.44,16.69
125,999,14.37,16.63
125,999,14.19,16.63
126,999,24.87,30.57
126,999,24.87,30.57
126,999,26.06,30.12
126,999,25.72,30.57
126,999,26.21,30.08
126,999,25.72,30.57
126,999,25.04,29.66
126,999,26.21,29.66
126,999,25.72,30.57
126,999,25.72,30.57
126,999,26.06,30.15
126,999,25.72,30.57
126,999,26.06,30.57
127,999,31.32,38.14
127,999,32.37,39.38
127,999,31.32,38.84
127,999,32.79,38.14
127,999,31.95,39.38
127,999,33.45,38.67
127,999,32.83,52.52
127,999,34.86,38.84
127,999,31.95,39.38
128,999,24.82,29.8
128,999,24.82,29.8
128,999,23.7,29.26
128,999,24.82,29.26
128,999,23.7,29.26
128,999,24.52,28.98
128,999,25.32,29.8
128,999,25.78,28.96
128,999,25.32,29.39
128,999,24.17,29.39
128,999,24.85,39.19
128,999,24.17,28.86
128,999,24.85,39.74
128,999,24.17,29.8
129,999,171.08,201.76
129,999,168.91,201.76
129,999,172.29,201.76
129,999,172.29,198.97
129,999,174.5,202.64
129,999,166.68,202.64
129,999,172.29,202.64
129,999,174.5,205.48
129,999,166.68,205.48
129,999,166.68,202.64
129,999,174.5,202.64
129,999,172.29,202.64
130,999,79.78,94.08
130,999,79.78,94.08
130,999,78.76,92.78
130,999,81.38,92.78
130,999,77.72,94.49
130,999,81.38,92.78
131,999,16.85,26.38
131,999,16.85,26.59
132,999,22.16,35.48
133,999,27.4,42.59
140,999,26.09,42.58
140,999,26.99,41.25
140,999,26.61,41.09
140,999,26.96,41.09
146,999,10.64,16.43
148,999,18.5,28.76
14,999,892.72,1159.99
14,999,904.18,1108.99
19,999,49.68,62.15
21,999,826.79,1064.27
21,999,813.77,1075.95
22,999,22.91,26.29
22,999,21.58,26.61
24,999,40.25,48.75
25,999,103.41,126.99
29,999,446.36,553.99
34,999,35.49,46.23
35,999,44.37,56.99
36,999,39.92,51.29
37,999,50.81,59.91
39,999,30.86,40.05
41,999,40.16,48.36
42,999,38.85,47.69
118,999,6.99,8.26
13,999,783.03,1205.99
14,999,875.22,1176.23
14,999,886.45,1124.52
14,999,846.71,1176.23
14,999,904.18,1124.52
15,999,863.64,999.99
15,999,863.64,1013.99
17,999,988.79,1495.99
17,999,993.76,1556.42
18,999,1146.88,1735.91
18,999,1142.95,1448.04
19,999,48.71,62.15
19,999,49,63.02
20,999,528.76,608.39
20,999,531.42,602.09
21,999,777.28,1075.95
22,999,21.16,26.56
22,999,21.87,26.61
22,999,21.89,26.29
22,999,23.01,26.33
23,999,19.51,23.75
24,999,40.53,49.43
24,999,39.46,49.43
24,999,40.53,49.43
24,999,40.01,48.75
24,999,40.81,49.34
24,999,41.34,49.43
25,999,99.58,128.32
25,999,100.27,128.32
27,999,39.92,49.27
28,999,177.48,213.99
29,999,437.61,553.99
29,999,443.22,561.75
29,999,446.36,553.99
29,999,446.36,561.75
30,999,8.8,10.94
30,999,8.69,10.79
30,999,8.74,10.94
30,999,9.02,10.83
31,999,7.97,9.74
32,999,60.34,73.43
34,999,35.94,46.23
35,999,44.31,54.45
35,999,45.84,53.91
35,999,47.11,53.7
37,999,51.83,59.58
37,999,48.8,62.45
38,999,26.96,34.67
38,999,26.96,34.67
39,999,30.44,40.45
39,999,29.63,37.59
40,999,40.88,46.95
41,999,39.37,47.45
41,999,39.37,47.45
41,999,38.85,47.45
41,999,38.85,48.36
42,999,39.88,47.45
42,999,38.09,47.45
42,999,39.88,46.79
42,999,40.6,46.95
42,999,40.16,47.45
42,999,38.85,47.45
43,999,38.85,47.45
43,999,40.68,48.36
43,999,40.16,48.36
44,999,39.37,47.69
44,999,38.85,46.79
44,999,40.16,48.36
44,999,38.85,48.36
45,999,38.09,46.79
45,999,38.85,48.36
46,999,20.41,25.18
47,999,25.7,30.14
47,999,25.7,30.56
47,999,26.24,30.56
48,999,10.64,13.13
48,999,10.5,13.13
113,999,20.41,27.98
114,999,16.83,19.64
114,999,16.85,23.11
115,999,7.87,9.3
116,999,10.36,12.4
116,999,10.64,14.39
117,999,7.97,9.17
117,999,7.61,9.3
117,999,8.13,9.3
117,999,7.76,9.17
118,999,6.91,8.15
119,999,5.92,7.23
119,999,6.21,8.39
120,999,6.21,9.22
123,999,44.37,64.99
125,999,13.54,16.36
125,999,14.37,16.63
125,999,14.19,16.63
125,999,14.19,16.63
126,999,26.06,30.54
126,999,26.06,30.12
126,999,25.37,30.57
127,999,32.83,51.79
127,999,33.45,39.38
128,999,24.5,28.86
129,999,174.5,201.76
129,999,174.5,202.64
130,999,76.2,92.78
130,999,79.12,93.1
131,999,17.16,26.68
140,999,26.96,41.09
140,999,26.61,41.99
13,999,783.03,1232.16
14,999,875.22,1124.52
14,999,875.22,1176.23
15,999,893.61,1003.99
15,999,875.22,999.99
15,999,846.71,999.99
15,999,875.22,999.99
15,999,860.26,1002.99
15,999,904.18,1013.99
15,999,863.64,999.99
15,999,904.18,1013.99
17,999,974.27,1556.42
17,999,974.27,1556.42
17,999,976.18,1550.99
18,999,1152.39,1442.99
18,999,1201.39,1442.99
18,999,1100.73,1552.83
18,999,1133.3,1632.79
18,999,1151.41,1735.04
18,999,1137.64,1753.2
18,999,1170.86,1674.39
18,999,1155.97,1697.83
18,999,1168.56,1753.2
18,999,1155.97,1674.39
18,999,1170.86,1697.83
18,999,1122.74,1552.83
19,999,49.34,62.15
19,999,49.34,62.15
19,999,50.33,63.02
19,999,49.68,63.02
19,999,49.68,63.02
19,999,50.33,63.02
20,999,522.02,608.39
20,999,542.05,602.09
21,999,797.81,1067.73
21,999,787.7,1052.99
21,999,813.77,1067.73
21,999,813.77,1067.73
21,999,803.45,1075.95
21,999,813.77,1075.95
21,999,828.41,1064.8
21,999,803.45,1061.09
22,999,21.87,26.56
22,999,21.16,26.19
22,999,21.16,26.56
22,999,21.87,26.56
22,999,22.16,26.61
22,999,21.58,26.56
22,999,22.71,26.33
22,999,21.58,26.24
22,999,22.6,26.61
22,999,21.58,26.61
22,999,22.91,26.34
23,999,19.13,24.08
23,999,19.51,23.75
23,999,19.51,24.08
24,999,40.73,48.92
24,999,39.46,49.43
24,999,39.46,49.34
24,999,40.53,49.34
24,999,40.73,48.83
24,999,40.53,49.34
24,999,40.53,48.66
24,999,40.01,48.66
24,999,40.53,49.43
24,999,41.38,48.95
24,999,41.34,49.43
24,999,40.81,48.75
24,999,40.81,48.75
24,999,40.81,49.43
24,999,40.25,49.43
25,999,98.3,126.55
25,999,100.07,126.99
25,999,98.3,126.55
25,999,98.3,126.55
25,999,101.57,127.74
25,999,98.88,126.55
25,999,100.27,128.32
25,999,101.57,128.32
25,999,98.88,126.55
25,999,100.27,126.55
25,999,98.88,128.32
25,999,101.57,128.32
26,999,130.5,169.58
26,999,130.5,167.99
26,999,130.5,170.34
26,999,130.5,167.99
26,999,135.51,168.58
26,999,133.11,170.34
26,999,135.51,168.58
26,999,133.11,170.34
27,999,39.14,48.59
27,999,39.92,48.59
28,999,177.13,214.74
28,999,174,213.99
28,999,177.48,216.99
28,999,177.48,216.38
28,999,177.48,213.99
29,999,423.35,552.11
29,999,452.08,553.99
29,999,446.36,561.75
29,999,431.82,553.99
29,999,452.08,561.75
29,999,452.08,561.75
30,999,8.69,10.79
30,999,8.69,10.94
30,999,8.8,10.79
30,999,8.69,10.79
30,999,8.69,10.79
30,999,8.86,10.94
30,999,8.86,10.79
30,999,8.86,10.79
30,999,8.86,10.79
30,999,9.15,10.83
30,999,8.98,10.79
30,999,8.86,10.94
30,999,8.98,10.79
31,999,7.82,9.85
31,999,7.92,9.85
31,999,7.98,9.85
31,999,8.13,9.74
31,999,7.98,9.71
31,999,8.13,9.74
31,999,7.98,9.71
31,999,7.98,9.71
32,999,59.16,73.43
32,999,60.22,73.69
33,999,39.69,46.93
34,999,34.46,43.11
34,999,33.86,42.96
34,999,36.09,43.11
34,999,35,43.56
34,999,33.86,43.56
34,999,35,43.56
34,999,34.46,43.11
34,999,35.94,46.23
34,999,35.49,45.42
34,999,35.49,44.79
35,999,44.05,56.99
35,999,43.76,54.45
35,999,44.31,54.45
35,999,43.76,54.45
35,999,42.33,54.45
35,999,45.02,54.32
35,999,44.98,57.22
35,999,44.93,57.79
35,999,44.93,56.99
35,999,43.75,57.79
35,999,44.93,57.79
35,999,45.84,54.38
35,999,44.93,56.77
35,999,43.78,54.38
36,999,39.37,49.01
36,999,39.65,52.01
36,999,39.88,49.01
36,999,38.09,49.01
36,999,39.37,49.01
36,999,38.09,49.01
36,999,39.14,52.01
36,999,39.92,51.1
37,999,48.46,63.57
37,999,48.46,63.57
37,999,48.75,59.08
37,999,48.75,59.08
37,999,48.75,59.08
37,999,48.12,59.08
37,999,48.12,59.91
37,999,47.84,62.69
37,999,49.53,59.26
37,999,46.56,59.08
37,999,49.43,63.57
37,999,48.99,62.91
37,999,50.61,59.79
37,999,49.73,59.58
37,999,48.12,63.57
38,999,26.25,32.67
38,999,25.39,32.67
38,999,26.58,32.22
38,999,25.75,32.35
38,999,26.09,34.67
38,999,26.58,32.67
38,999,26.09,34.67
38,999,25.39,32.67
38,999,26.61,34.19
38,999,26.61,34.19
38,999,26.61,34.06
39,999,30.03,40.45
39,999,31.05,39.89
39,999,31.05,40.45
39,999,31.05,39.19
40,999,38.09,47.45
40,999,39.88,47.45
40,999,38.09,46.79
40,999,39.88,47.45
40,999,39.14,49.49
40,999,38.09,47.45
40,999,38.09,47.69
40,999,40.6,46.95
40,999,39.88,48.36
40,999,39.88,47.45
40,999,40.68,46.79
40,999,40.68,48.36
40,999,39.92,49.49
40,999,40.68,48.36
40,999,40.68,48.36
41,999,38.09,47.45
41,999,38.09,46.79
41,999,39.37,48.36
41,999,39.37,47.45
41,999,38.63,46.98
41,999,40.68,48.36
41,999,38.85,46.79
41,999,40.68,48.36
41,999,40.16,47.69
41,999,40.16,48.36
41,999,40.68,48.36
41,999,38.85,48.36
41,999,38.85,48.36
41,999,40.16,48.36
42,999,38.09,46.79
42,999,39.37,46.79
42,999,38.09,47.45
42,999,39.37,46.79
42,999,38.77,47.86
42,999,38.85,47.45
42,999,38.85,48.36
42,999,40.68,48.36
42,999,40.72,46.98
42,999,38.85,46.79
42,999,41.32,47.83
42,999,40.16,48.36
43,999,39.88,47.69
43,999,38.63,46.98
43,999,39.88,47.69
43,999,39.88,46.79
43,999,40.44,47.88
43,999,40.68,48.36
43,999,38.85,46.79
43,999,40.16,48.36
43,999,38.85,46.79
43,999,40.16,47.69
43,999,39.55,47.86
44,999,39.37,47.69
44,999,38.09,47.45
44,999,38.63,46.98
44,999,39.37,47.45
44,999,39.37,46.79
44,999,40.68,47.69
44,999,40.16,48.36
44,999,40.16,48.36
45,999,39.37,47.69
45,999,40.08,47.86
45,999,39.37,46.79
45,999,39.37,47.69
45,999,39.88,47.45
45,999,38.63,46.98
45,999,39.88,48.36
45,999,39.88,48.36
45,999,40.68,48.36
45,999,40.16,47.69
45,999,40.68,47.69
45,999,38.85,48.36
45,999,40.16,48.36
46,999,20.68,25.18
46,999,20.68,25.18
46,999,20.12,25.18
46,999,20.12,25.18
46,999,20.41,24.83
47,999,25.37,30.87
47,999,25.37,30.81
47,999,25.37,30.38
47,999,25.37,30.38
47,999,24.55,29.47
47,999,25.37,30.81
47,999,25.37,30.87
47,999,24.55,29.94
47,999,24.55,29.89
47,999,26.21,30.56
47,999,25.04,29.53
47,999,26.21,30.5
47,999,26.21,30.14
47,999,25.88,30.87
47,999,25.88,30.87
47,999,26.21,30.56
47,999,26.21,30.56
47,999,25.88,30.87
47,999,25.88,30.87
48,999,10.29,12.95
48,999,10.57,12.95
48,999,10.29,12.95
48,999,10.57,13.13
48,999,10.68,13
48,999,10.5,12.95
48,999,10.78,12.95
48,999,10.64,13.13
48,999,10.64,13.13
48,999,10.78,12.95
48,999,10.78,13.13
113,999,20.38,23.78
113,999,20.01,27.98
113,999,20.38,23.45
113,999,20.38,23.78
113,999,20.79,23.45
113,999,20.52,23.78
113,999,20.52,23.45
113,999,20.41,27.51
113,999,20.41,27.59
113,999,20.41,27.98
113,999,20.41,27.98
113,999,20.78,27.69
113,999,20.41,27.98
114,999,16.83,19.37
114,999,16.08,19.64
114,999,16.08,19.64
114,999,16.08,19.37
114,999,16.52,22.79
114,999,16.4,19.64
114,999,16.85,22.72
114,999,17.17,19.64
114,999,16.4,19.64
115,999,7.87,9.17
115,999,8.02,9.2
115,999,7.61,9.3
115,999,7.61,9.17
115,999,7.98,10.76
115,999,8.13,9.3
115,999,8.13,9.3
116,999,10.43,14.39
116,999,10.5,12.23
116,999,10.16,12.4
116,999,10.16,12.4
116,999,10.43,14.39
116,999,10.36,12.4
116,999,10.64,14.59
116,999,10.64,14.39
116,999,10.64,14.59
117,999,7.97,9.3
117,999,7.82,10.79
117,999,7.97,9.3
117,999,7.82,10.94
117,999,7.97,9.3
117,999,8.08,10.76
117,999,7.98,10.76
117,999,8.27,9.2
117,999,8.03,9.3
117,999,7.98,10.94
117,999,7.98,10.94
118,999,6.77,8.26
118,999,6.77,8.15
118,999,423.35,552.11
118,999,7.08,8.26
118,999,458.41,546.67
118,999,452.08,552.11
118,999,6.91,8.26
118,999,6.91,8.26
118,999,437.86,546.67
118,999,7.13,8.26
118,999,7.22,8.15
118,999,7.13,8.15
118,999,7.22,8.15
119,999,5.92,7.23
119,999,5.92,7.13
119,999,5.92,7.23
119,999,5.92,7.23
119,999,6.19,7.13
119,999,5.92,7.13
119,999,6.28,8.37
119,999,6.04,7.23
120,999,6.09,9.22
120,999,6.09,9.22
120,999,6.09,9.22
120,999,6.21,9.22
120,999,6.21,9.22
120,999,6.21,9.22
120,999,6.21,9.22
120,999,6.21,9.09
123,999,43.5,65.9
123,999,43.5,64.99
123,999,43.5,64.99
123,999,44.37,64.38
123,999,44.37,64.99
123,999,45.17,65.22
125,999,13.91,16.63
125,999,14.09,16.61
125,999,14,16.36
125,999,14.37,16.63
125,999,14.19,16.86
125,999,14.37,16.86
125,999,14.19,16.63
125,999,14.37,16.63
125,999,13.99,16.86
125,999,14.19,16.86
126,999,25.22,30.57
126,999,25.55,30.57
126,999,25.72,30.12
126,999,26.06,30.15
126,999,25.37,30.57
126,999,26.18,30.26
126,999,25.72,30.15
127,999,34.18,38.14
127,999,975.1,1282.7
127,999,31.32,38.14
127,999,31.32,39.38
127,999,994.6,1264.99
127,999,31.95,39.38
127,999,34.86,39.38
127,999,33.45,38.84
127,999,33.45,38.84
127,999,32.83,52.52
127,999,33.45,38.84
128,999,24.5,29.26
128,999,24.17,29.8
128,999,24.6,28.96
128,999,25.32,29.39
128,999,24.17,29.39
128,999,25.32,29.8
129,999,171.08,202.64
129,999,163.41,201.76
129,999,163.41,201.76
129,999,163.41,201.76
129,999,168.91,198.97
129,999,174.5,202.64
129,999,172.29,201.76
129,999,172.29,202.64
129,999,174.5,205.48
130,999,79.78,94.49
130,999,78.76,94.49
130,999,76.2,94.49
130,999,76.2,94.08
130,999,79.78,92.78
130,999,78.76,94.08
130,999,81.38,95.81
130,999,80.34,94.08
130,999,77.72,92.78
130,999,81.38,94.49
130,999,81.38,94.49
130,999,80.34,95.81
130,999,79.87,127.75
131,999,17.06,26.38
131,999,16.85,26.96
132,999,21.73,35.48
132,999,21.73,35.48
132,999,22.16,34.99
133,999,27.8,42.61
133,999,27.86,43.05
140,999,26.56,42.14
146,999,10.64,16.79
146,999,10.78,16.66
146,999,10.64,17.03
148,999,18.27,29.39
148,999,18.64,28.76
148,999,18.97,29.49
14,999,892.72,1108.99
17,999,988.79,1516.93
21,999,803.45,1061.09
25,999,101.57,126.55
26,999,130.5,170.34
26,999,133.11,167.99
40,999,39.92,49.49
45,999,39.88,47.45
46,999,20.78,24.92
48,999,10.64,12.95
48,999,10.64,13.13
113,999,20.01,27.98
123,999,43.5,64.99
126,999,25.7,30.08
130,999,79.87,125.99
13,999,793.14,1205.99
13,999,798.69,1232.99
14,999,886.45,1176.23
14,999,892.72,1159.99
15,999,898.87,1003.99
15,999,869.95,1003.99
15,999,886.45,999.99
15,999,904.18,999.99
18,999,1134.2,1674.39
18,999,1153.67,1728.99
18,999,1225.42,1531.39
19,999,48.71,62.15
20,999,542.05,602.09
21,999,797.81,1067.73
22,999,22.31,26.61
22,999,23.01,26.33
22,999,21.92,26.32
23,999,19.51,24.08
24,999,40.25,48.66
24,999,40.81,49.34
25,999,99.58,128.32
25,999,98.88,128.32
25,999,98.88,126.55
25,999,98.88,126.55
25,999,102.07,126.99
26,999,133.11,169.58
28,999,177.48,213.99
28,999,180.67,214.74
29,999,446.36,561.75
30,999,8.69,10.79
34,999,35.24,45.59
35,999,43.08,53.89
35,999,44.31,54.45
35,999,43.18,54.92
36,999,41,50.59
37,999,48.12,59.91
37,999,47.18,62.69
37,999,49.43,63.57
37,999,49.73,60.41
38,999,26.58,32.67
38,999,26.96,33.59
39,999,30.63,40.45
40,999,40.08,47.86
40,999,40.08,47.86
40,999,40.68,48.36
40,999,40.16,48.36
41,999,40.88,47.86
41,999,38.85,48.36
42,999,40.68,48.36
43,999,40.72,46.98
44,999,38.77,46.95
44,999,40.16,48.36
44,999,41.25,47.88
44,999,39.55,47.86
45,999,40.16,47.69
45,999,40.16,47.45
45,999,38.85,48.36
46,999,20.68,25.18
46,999,20.41,24.83
47,999,25.7,30.5
48,999,10.43,12.95
113,999,20.79,23.45
113,999,20.41,27.51
114,999,16.83,19.37
114,999,16.83,19.37
114,999,16.85,22.79
116,999,10.16,12.4
117,999,7.98,10.94
117,999,7.98,10.94
118,999,6.77,8.26
118,999,6.91,8.26
118,999,7.13,8.15
119,999,6.31,7.13
119,999,6.21,8.39
123,999,44.28,65.22
125,999,13.72,16.86
127,999,31.32,38.14
127,999,32.79,38.84
127,999,33.45,38.67
128,999,24.82,29.8
128,999,24.6,29.49
128,999,24.85,39.74
129,999,175.4,203.35
129,999,166.68,202.64
130,999,79.78,95.81
146,999,10.43,16.79
148,999,18.87,28.76
148,999,18.64,29.8
13,999,813.07,1237.31
13,999,798.69,1232.99
14,999,869.95,1265.03
14,999,881.27,1259.99
14,999,892.72,1124.52
14,999,904.18,1124.52
14,999,892.72,1176.23
14,999,904.18,1176.23
15,999,846.71,1013.99
15,999,875.22,999.99
15,999,886.45,999.99
15,999,890.98,1003.49
15,999,875.22,999.99
15,999,870.04,999.99
15,999,886.45,999.99
15,999,908.8,1003.49
15,999,892.72,999.99
15,999,863.64,999.99
18,999,1133.3,1632.79
18,999,1133.3,1632.79
18,999,1131.05,1753.2
18,999,1155.97,1655.65
18,999,1169.82,1735.91
18,999,1122.74,1552.83
18,999,1155.97,1674.39
18,999,1122.74,1552.83
19,999,50.13,62.34
19,999,48.71,62.15
19,999,49.34,63.02
19,999,49.68,63.02
19,999,49.68,62.15
20,999,529.32,602.39
20,999,522.02,599.99
20,999,528.76,608.39
